class,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32
jumping,0.695257127,0.298569441,-0.086303264,0.999995351,0.642181337,0.299836069,0.118140899,0.999981165,0.738383353,0.245818138,-0.26787582,0.999406934,0.606897354,0.260117322,0.217261627,0.987535357,0.771823943,0.16972509,-0.43503049,0.997652352,0.566990733,0.198456943,0.258655161,0.992937505,0.783336699,0.15030098,-0.471767008,0.993008137,0.556320012,0.18401818,0.264821768,0.982955575,0.780699551,0.145418167,-0.473878145,0.992859483,0.557507694,0.174800575,0.252640873,0.982770205,0.775890887,0.153364122,-0.442543834,0.992919505,0.560803533,0.179904416,0.252340704,0.982721388,0.692653418,0.507885516,-0.083944984,0.999996424,0.664575219,0.52226764,0.083914399,0.999994874,0.660132468,0.632823288,-0.228340253,0.992596745,0.645221353,0.656110287,0.073797643,0.90413177,0.704450011,0.762160659,-0.194742441,0.989364862,0.682200611,0.785098791,0.144480512,0.941898882,0.717889369,0.770330608,-0.191692889,0.957985878,0.698872209,0.792180181,0.145794764,0.911807179,0.692339301,0.841747522,-0.277861863,0.987144768,0.656484842,0.837513328,0.072754093,0.945796311
jumping,0.542123735,0.244666964,-0.019442284,0.999989986,0.486905575,0.256923258,-0.305863649,0.999986291,0.568691909,0.140542001,-0.002871775,0.877632976,0.460465699,0.141211361,-0.461247057,0.999177873,0.594256043,0.035301059,-0.060910054,0.888538659,0.449099362,0.036656678,-0.518460691,0.994324088,0.601327538,0.008115351,-0.080765687,0.82334286,0.443582654,0.008874297,-0.563976467,0.980650604,0.593872786,0.002364993,-0.094627492,0.815445781,0.450020939,0.003019691,-0.549664021,0.978892446,0.590452909,0.012727082,-0.075889058,0.833045542,0.450826973,0.011885643,-0.518171608,0.977123678,0.531674087,0.502618909,0.095056109,0.999998569,0.480220377,0.500163555,-0.094966121,0.999993682,0.61974895,0.634261906,-0.10245157,0.992167294,0.470087051,0.6389364,-0.323812753,0.997574031,0.57569629,0.781833947,0.07499294,0.986104548,0.365544558,0.595929086,-0.055627134,0.983958602,0.560863078,0.804154038,0.090994835,0.968029559,0.332271516,0.592742801,-0.026167525,0.961617947,0.606202126,0.850939512,0.026073834,0.974603117,0.340558112,0.624474764,-0.056706175,0.971087158
jumping,0.565111816,0.213313654,0.447830766,0.998765111,0.512236834,0.169880733,0.013641817,0.999843836,0.623012006,0.242608413,0.48571223,0.177400082,0.586531878,0.15635705,-0.191810861,0.982165635,0.664795816,0.226104006,0.458814025,0.348380566,0.692073584,0.150798902,-0.258627623,0.957423091,0.672558606,0.225667864,0.458782285,0.322500169,0.723949432,0.14748174,-0.312919825,0.933766901,0.675187707,0.220391765,0.440180123,0.320990175,0.724182963,0.143410131,-0.281313598,0.929826856,0.671623707,0.221505374,0.44745326,0.330239683,0.709590018,0.145375222,-0.24840042,0.901492536,0.558648705,0.376241744,0.134215742,0.999899864,0.511063397,0.378572792,-0.134326681,0.999957442,0.712451458,0.441218972,0.01851186,0.738372445,0.559635103,0.534769177,-0.26571849,0.946587265,0.757479727,0.567501187,0.003143002,0.813396275,0.594599426,0.674936056,-0.330746472,0.961422324,0.747558892,0.595308006,-0.006395574,0.815707207,0.591864467,0.69316572,-0.343186408,0.897971094,0.83177048,0.581754506,-0.128280461,0.871564627,0.639445007,0.71552825,-0.517287254,0.956580997
jumping,0.626766264,0.281229198,-0.019418152,0.999867678,0.428654104,0.265537411,-0.255360276,0.99988687,0.774789453,0.284114897,-0.268228292,0.99279356,0.310524523,0.223706096,-0.543482363,0.998295963,0.769835234,0.163616717,-0.633168817,0.987924099,0.327333689,0.105064869,-0.769274473,0.993341744,0.780033648,0.132769853,-0.712568581,0.963294148,0.323129743,0.077298105,-0.863800645,0.973342896,0.768305302,0.127196223,-0.705357492,0.961236715,0.338617504,0.077680498,-0.838219464,0.970951378,0.761709213,0.137002975,-0.648590386,0.962719679,0.343211353,0.087129176,-0.773192465,0.969143331,0.5510481,0.487789035,0.09606611,0.99960798,0.43147704,0.474872828,-0.095922835,0.999514461,0.614480495,0.635169506,0.072163612,0.947237551,0.449437737,0.643015921,-0.142340764,0.971320212,0.684025884,0.794990122,0.242181823,0.958342969,0.348219156,0.800168395,0.013875801,0.939338446,0.669620752,0.810090959,0.243776724,0.786872089,0.326207191,0.811244249,0.012474273,0.655673921,0.737420857,0.860216141,-0.028283542,0.929576159,0.374388576,0.872035623,-0.297445565,0.906960249
jumping,0.592669189,0.414662123,-0.068934761,0.999268591,0.407675803,0.424857736,-0.187196285,0.999170184,0.696842492,0.412371457,-0.144276574,0.920370758,0.377387941,0.512102902,-0.291977018,0.904608965,0.80425477,0.371659607,-0.398140341,0.927773714,0.369217038,0.556572795,-0.532514215,0.838941574,0.836978793,0.36035955,-0.438334137,0.897497177,0.355601013,0.582027018,-0.580426157,0.781766355,0.832105041,0.353315413,-0.470636606,0.898747087,0.374217153,0.579404473,-0.598400235,0.784973025,0.820251107,0.356880397,-0.422179431,0.906070888,0.381270975,0.565069854,-0.547068357,0.791139483,0.56383884,0.615658283,0.047268156,0.999808848,0.433660746,0.607975841,-0.046631258,0.999792278,0.691864252,0.687257171,-0.494333506,0.989126742,0.388200283,0.660313427,-0.597773969,0.995274544,0.5798136,0.77150327,-0.131447405,0.969185054,0.370337546,0.75430876,-0.255435795,0.981120288,0.549828887,0.781212986,-0.091671035,0.87104398,0.381526828,0.766305327,-0.219682217,0.900964379,0.629742384,0.850401759,-0.161920175,0.943457842,0.351953715,0.831175447,-0.293883413,0.967335641
jumping,0.456696212,0.35615176,-0.164961889,0.999995947,0.416859597,0.34817493,0.100597292,0.999938011,0.514849484,0.396812737,-0.259162992,0.999505162,0.42947036,0.402478784,0.230638832,0.181502357,0.577113748,0.427417189,-0.356468976,0.997267723,0.423951328,0.451655567,0.313634068,0.294252574,0.593803167,0.426369429,-0.385644764,0.993533969,0.418472528,0.460919648,0.341331303,0.280894488,0.594511747,0.427319139,-0.383841932,0.994153082,0.417532623,0.466878116,0.311360955,0.293157995,0.586679161,0.429269254,-0.358623356,0.99284333,0.420931965,0.465864658,0.303461432,0.30638206,0.4358356,0.523400486,-0.085995503,0.999999642,0.421067744,0.525013804,0.086070545,0.999999404,0.399681449,0.659742653,-0.1401885,0.994312048,0.403402627,0.658240914,0.058830515,0.749638677,0.493174851,0.604723573,0.019968927,0.96579814,0.484387845,0.608663857,0.207115471,0.593352556,0.508542418,0.586485803,0.039712761,0.957482994,0.51006633,0.587321103,0.223305792,0.676105917,0.512549341,0.62438941,0.055091426,0.966110945,0.518668592,0.622055173,0.24216269,0.686438501
jumping,0.541889429,0.064705089,-0.380278915,0.999927402,0.331561476,0.07463035,-0.624625862,0.999989867,0.622547686,0.06216003,-0.109495662,0.94614619,0.163061008,0.121110409,-0.622478008,0.997788429,0.742635012,0.089760721,0.037590932,0.83690846,0.020412326,0.18824929,-0.755912423,0.980545282,0.787534714,0.094272614,0.068534374,0.693480611,-0.018864542,0.199461117,-0.782391846,0.954440713,0.788325191,0.095516413,0.001424229,0.707547486,-0.01153782,0.202198014,-0.848517358,0.959412873,0.773436904,0.096945569,0.014581201,0.716241777,0.00363034,0.199450284,-0.78261888,0.951412201,0.420182914,0.247169375,0.101186372,0.999829292,0.307166845,0.243073866,-0.100829519,0.999854803,0.553900838,0.342090994,-0.532800794,0.961698532,0.271179974,0.339442551,-0.688135505,0.978993773,0.416406512,0.487621218,-0.260046691,0.968666911,0.285222024,0.485056043,-0.416504711,0.978258848,0.375987887,0.493470967,-0.240105435,0.930467546,0.282186776,0.499946445,-0.394655615,0.921993673,0.444577992,0.563744068,-0.461458325,0.962710857,0.288001955,0.556987822,-0.627340674,0.974877
jumping,0.786769152,0.363958657,-0.111659221,0.999982595,0.722033143,0.394091576,-0.029006451,0.9998945,0.851193488,0.342307866,-0.175126255,0.990667999,0.704033971,0.389167279,-0.048222739,0.829017043,0.922626555,0.328522265,-0.25655055,0.972342551,0.696186543,0.33060801,-0.101302445,0.739886999,0.944203675,0.316266775,-0.273609072,0.952198088,0.696060061,0.319699168,-0.116678327,0.641958237,0.940217614,0.318346679,-0.289896369,0.955990374,0.69279176,0.310039341,-0.116541177,0.635860145,0.915810049,0.32555443,-0.265726954,0.954100192,0.693845809,0.315023959,-0.105351932,0.639440835,0.81287998,0.52035135,-0.032084174,0.999976635,0.772086024,0.527425587,0.031990182,0.999956369,0.81714046,0.62493217,-0.029926894,0.988828719,0.69650203,0.617117763,-0.034792848,0.982566655,0.851312339,0.646444023,0.235530376,0.916704297,0.766944468,0.597649097,0.182784945,0.868433774,0.855877161,0.638069391,0.264174461,0.868018925,0.784768164,0.595563829,0.204476938,0.842315614,0.864920735,0.68348366,0.252702534,0.876633167,0.778738022,0.631672859,0.189798504,0.836271882
jumping,0.233729005,0.260094523,0.057107318,0.999846101,0.192806721,0.253614545,-0.127760187,0.99991858,0.235296115,0.310570359,0.21906504,0.174519554,0.143918633,0.272372156,-0.174642488,0.993869305,0.246449098,0.329975009,0.29559657,0.222156644,0.090128019,0.267961234,-0.254514128,0.964163363,0.249906898,0.340102851,0.3082515,0.21115315,0.077254333,0.261579663,-0.27052328,0.943002164,0.25135088,0.335664034,0.280467778,0.222317681,0.077307001,0.258929282,-0.289219886,0.946530223,0.249893233,0.333436221,0.285492182,0.234406129,0.081976444,0.262334645,-0.263775557,0.933656335,0.222329497,0.424601346,0.056409203,0.999981999,0.196348041,0.417708337,-0.056348424,0.999937296,0.22478959,0.541234255,-0.044053059,0.953211129,0.201249152,0.525523603,-0.019778103,0.945838332,0.217669696,0.672638535,0.005588871,0.988996387,0.149009794,0.570426643,0.143301025,0.945705175,0.207527533,0.684101999,0.005633901,0.969344139,0.142309368,0.572670341,0.158954233,0.888287902,0.234407723,0.715975344,-0.075928375,0.987882912,0.141004279,0.622676373,0.123224996,0.957047462
jumping,0.582994103,0.209858239,0.031754717,0.999870896,0.517617285,0.206424117,-0.281392753,0.999922633,0.614379525,0.159660757,0.297285855,0.716433883,0.449778199,0.132083923,-0.410826862,0.998777568,0.645938754,0.117620975,0.5286659,0.76218307,0.383966625,0.034097672,-0.484317124,0.994675756,0.657053947,0.104936689,0.563706398,0.656121016,0.369781554,0.013426244,-0.511701882,0.983852506,0.65406692,0.100765139,0.531760871,0.657068074,0.370033324,0.009922802,-0.51184833,0.984207034,0.64927423,0.107297309,0.518353999,0.692745328,0.375580013,0.018367082,-0.490539432,0.982631266,0.557243407,0.44173032,0.106805764,0.999985337,0.526002169,0.451489002,-0.10677591,0.999981999,0.615516782,0.580599904,0.145285159,0.79765749,0.602916718,0.605748892,-0.116253585,0.973694086,0.50089395,0.556382358,0.370311677,0.733084738,0.472074181,0.586022437,0.149354294,0.929147661,0.48496446,0.53766793,0.394317746,0.793931782,0.449872673,0.564425468,0.183167145,0.91120255,0.463897318,0.598604023,0.423675746,0.810081422,0.436900526,0.666714191,0.215021357,0.940886497
jumping,0.530109525,0.353379101,0.035249878,0.999627948,0.471460372,0.383087069,-0.198519111,0.999806345,0.482875973,0.288795173,0.061714426,0.833343387,0.374285698,0.343576878,-0.16108869,0.994369209,0.436324418,0.256219774,0.096677348,0.833269954,0.263212115,0.313948989,-0.142420352,0.974547684,0.42532286,0.246742517,0.079567336,0.742309809,0.232996702,0.312125564,-0.174653739,0.945331156,0.421406448,0.249124959,0.061968315,0.734600067,0.235467702,0.310609043,-0.185722545,0.946735024,0.422730774,0.252784848,0.082428418,0.756094575,0.246187419,0.311008632,-0.150860816,0.947806299,0.583835065,0.521957576,0.08641614,0.999990106,0.532147348,0.524471164,-0.086502127,0.999988079,0.550194263,0.628618836,0.050559126,0.663290441,0.487208664,0.64402765,-0.158661932,0.961797655,0.437644303,0.608374476,0.55025816,0.232619166,0.367388397,0.605426788,0.352521658,0.551601291,0.417414039,0.590295494,0.6066643,0.379855812,0.339871138,0.592300117,0.41389671,0.692803085,0.394178599,0.64192462,0.640008688,0.324585646,0.302663088,0.604317784,0.462566465,0.593291283
jumping,0.520357966,0.205243304,-0.215928048,0.999965072,0.454641014,0.217914686,-0.00980409,0.999818742,0.537684679,0.129241198,-0.40150249,0.997058153,0.408851683,0.133835584,-0.015941184,0.974216461,0.542658806,0.03148365,-0.555247962,0.992468178,0.359541833,0.053445306,-0.0818891,0.982142627,0.546040535,0.007490516,-0.610618532,0.979863584,0.346577406,0.031797886,-0.105986491,0.957615376,0.539733589,0.003629953,-0.602675319,0.978289306,0.347162306,0.024799079,-0.118660167,0.957323968,0.538021147,0.014194101,-0.561118782,0.977998257,0.351503223,0.033633322,-0.095571503,0.95929414,0.525068462,0.425932497,-0.076633275,0.999958396,0.49153313,0.430801123,0.076664932,0.9999336,0.53529191,0.567199647,-0.098890916,0.988308012,0.49352625,0.564071357,0.124947205,0.937069237,0.551628709,0.716116548,0.011148234,0.989622831,0.505034864,0.705908656,0.300876975,0.957596779,0.555694044,0.728321135,0.017413318,0.943808734,0.513410687,0.7194525,0.311654001,0.921102762,0.535961688,0.780471563,-0.130764961,0.982150793,0.481920063,0.769361854,0.204773456,0.950338006
jumping,0.585109353,0.294250548,0.175212115,0.999995232,0.42705369,0.324307382,-0.05152332,0.999998331,0.669255972,0.281704426,0.306856692,0.975491881,0.330830038,0.379064947,-0.091919564,0.998260677,0.750701606,0.243993446,0.245858759,0.972260952,0.23507981,0.416451037,-0.291789025,0.992732108,0.775090575,0.235684857,0.248176366,0.949501216,0.208233565,0.428602368,-0.318890482,0.984785199,0.771784306,0.235164687,0.187779829,0.951006532,0.212097585,0.428386152,-0.371079713,0.986448467,0.763794541,0.237790897,0.217354104,0.952925086,0.219669044,0.424998075,-0.316342115,0.985538483,0.591678739,0.472013861,0.084709123,0.999999404,0.505357027,0.479635805,-0.084724449,0.999999166,0.682441592,0.596912682,-0.121760078,0.981906176,0.488789827,0.629369318,-0.248536065,0.994486153,0.517962039,0.597597897,0.370571852,0.789388716,0.295488983,0.628849626,0.163609192,0.959722281,0.494457036,0.572334528,0.423028201,0.772080839,0.284340978,0.614865959,0.210020036,0.932603896,0.492233783,0.642506003,0.452736169,0.782356799,0.253121078,0.673698127,0.217759088,0.95858717
jumping,0.442447156,0.307085216,0.036928754,0.999191582,0.545093656,0.327307492,-0.406258106,0.999918818,0.432828665,0.388342261,0.180327266,0.098220862,0.55900538,0.42367959,-0.456435025,0.9173792,0.449285477,0.451343983,0.258833915,0.079112999,0.580072165,0.507781923,-0.360060245,0.707489848,0.452196032,0.465668797,0.275356829,0.079005472,0.590595901,0.530017197,-0.402126193,0.623256743,0.459165096,0.467754096,0.236919507,0.081838198,0.590404034,0.531728506,-0.393056452,0.617025256,0.459482938,0.464702845,0.243348867,0.083905213,0.584541023,0.523253262,-0.354524463,0.512153387,0.410165519,0.465970576,0.146172926,0.999749124,0.468248636,0.476521939,-0.145941645,0.999890804,0.481825471,0.509662628,0.42011559,0.361638337,0.544954181,0.530849993,0.08454252,0.904841006,0.436589748,0.583968043,0.656128943,0.549274683,0.460259616,0.605296612,0.365197897,0.845453143,0.423941642,0.591485739,0.678787649,0.614136755,0.432418048,0.607868075,0.395318598,0.815847695,0.455499053,0.611066461,0.704934299,0.479390681,0.486934394,0.639481723,0.409737527,0.746726394
jumping,0.603191435,0.196583569,-0.137458131,0.999953866,0.470505208,0.207760721,0.023093596,0.999911904,0.622721016,0.364137053,-0.299964041,0.987215281,0.438239574,0.369121104,0.111111075,0.911460459,0.58612895,0.328992397,-0.588753283,0.970886707,0.381426901,0.466421694,-0.023868984,0.88503921,0.567930579,0.336322427,-0.652991176,0.95010829,0.358922482,0.499704808,-0.043754593,0.852846265,0.561009645,0.314633012,-0.656495452,0.950917363,0.359641612,0.497306734,-0.099636458,0.862523556,0.562414646,0.311455935,-0.596190393,0.938685179,0.368752301,0.487572551,-0.048088502,0.852477252,0.573329151,0.503073454,-0.063210711,0.999956489,0.500667751,0.508899033,0.063146681,0.999934316,0.528913736,0.734952688,-0.140945211,0.975291252,0.490487456,0.73898828,-0.009219298,0.959053278,0.607157826,0.860323966,0.234192252,0.842038155,0.56510663,0.883321047,0.335140228,0.829212427,0.61997205,0.858543575,0.270810664,0.639940202,0.580578029,0.893671632,0.365297049,0.725020051,0.593998075,0.947816849,0.200514928,0.839187562,0.566743433,0.959296584,0.291739047,0.807292283
jumping,0.479220718,0.428054035,-0.180192277,0.999958873,0.524426341,0.418212861,0.084099233,0.999881983,0.514942825,0.342930675,-0.286381423,0.984384894,0.53888315,0.333963633,0.103294075,0.373289734,0.54859072,0.288239837,-0.340996414,0.966535747,0.573286474,0.255541235,-0.021054933,0.634979248,0.558678508,0.264142781,-0.382300615,0.947253406,0.583960891,0.242968678,-0.040520731,0.691850007,0.558533967,0.264895201,-0.381657451,0.941460729,0.580132663,0.24308756,-0.067315653,0.694747031,0.557858407,0.267990857,-0.340223074,0.930095673,0.576370716,0.246648222,-0.036717657,0.67160064,0.510077357,0.608160257,-0.090177268,0.999997139,0.549094915,0.600816727,0.090030275,0.999995828,0.433274746,0.682540178,-0.059785366,0.994400442,0.628602087,0.667806804,0.096880153,0.964568794,0.360892296,0.762767315,-0.040624205,0.99522084,0.730983019,0.668885589,0.099877477,0.994303465,0.353818834,0.78298974,-0.043328561,0.992814779,0.745738864,0.660577178,0.101835042,0.994417191,0.305753112,0.750913799,-0.104717806,0.98300457,0.782638013,0.643180788,0.056386989,0.975296736
jumping,0.472827524,0.278630614,0.179533467,0.999946475,0.37575826,0.265191913,-0.098466113,0.999958515,0.511289418,0.233218968,0.374814659,0.905560911,0.316821963,0.206031591,-0.245686069,0.998427033,0.53855288,0.171221375,0.500143409,0.890768528,0.295064002,0.092927307,-0.318506092,0.99115926,0.546281815,0.151764244,0.514832258,0.795008481,0.286843777,0.06554541,-0.349804074,0.971705914,0.539924026,0.14977029,0.497667283,0.786319435,0.291180193,0.063894302,-0.342306316,0.969947338,0.536621511,0.157629728,0.492194414,0.806044698,0.295184404,0.072330415,-0.320937723,0.967591524,0.440532655,0.514794648,0.081768088,0.999927521,0.375994682,0.504997909,-0.081856936,0.999916315,0.457704127,0.683098733,0.027788453,0.928139389,0.372172177,0.680911005,-0.096174829,0.96207577,0.431153119,0.861806035,0.088359185,0.968014538,0.326901704,0.833101273,-0.012044897,0.96804136,0.408899158,0.884059072,0.087234885,0.92228061,0.315761387,0.845016837,-0.008090293,0.887883425,0.479143143,0.915412724,-0.059763145,0.967160642,0.325685173,0.899729371,-0.153491661,0.965468228
jumping,0.639040649,0.200449169,-0.052688316,0.999841452,0.439531058,0.206319764,-0.22801885,0.999658346,0.75823468,0.220617712,-0.018895989,0.965310156,0.330977768,0.241254538,-0.372112632,0.969417393,0.884653509,0.26017648,-0.197351992,0.955533862,0.21560356,0.277809978,-0.619276643,0.938638628,0.917785764,0.26807937,-0.23302862,0.918071151,0.17135486,0.280632555,-0.677503705,0.892908752,0.911256909,0.269745767,-0.293056071,0.925007284,0.17469877,0.280201674,-0.739655256,0.905020535,0.898712993,0.26801604,-0.233065054,0.930738866,0.1912992,0.279905975,-0.656441391,0.909023583,0.608462334,0.411987633,0.050706882,0.99979502,0.485374719,0.412724823,-0.050434664,0.999830246,0.661408603,0.548223078,0.211903244,0.955063879,0.407141745,0.532388806,-0.152969718,0.98224628,0.720367193,0.632531643,0.703726768,0.91493088,0.313603997,0.640555322,0.212776378,0.974311292,0.709761024,0.643925607,0.744731367,0.679099441,0.313466042,0.65465796,0.240445003,0.832059383,0.769372284,0.681658626,0.572713971,0.871595144,0.276403904,0.692779422,0.017806021,0.950262666
jumping,0.761382461,0.482688487,-0.001493576,0.999853015,0.684482932,0.437756538,-0.026579758,0.999805033,0.8177405,0.524811149,0.026713967,0.980855405,0.6547243,0.359250188,-0.036933646,0.994441807,0.868004441,0.5240466,0.007428407,0.968692958,0.630897284,0.283975244,-0.030113382,0.983221292,0.882113397,0.515955091,0.005599887,0.938852549,0.62609458,0.262056321,-0.038017839,0.951121271,0.881365478,0.511515975,-0.016716577,0.941720486,0.628775656,0.25973165,-0.041680276,0.95254755,0.876322746,0.514480472,-0.004676344,0.947851062,0.630428791,0.26721257,-0.035379924,0.956169307,0.739147723,0.66739279,0.002067062,0.999920964,0.689672649,0.667139411,-0.002230925,0.999936581,0.739515662,0.834340096,-0.100557178,0.947701275,0.664701283,0.828391671,-0.124648787,0.947900653,0.762436867,0.739908993,0.243104205,0.290194899,0.710940361,0.729259253,0.244101778,0.214739904,0.766842663,0.726288974,0.283239275,0.252250522,0.718870759,0.704307079,0.286827534,0.24746792,0.774147213,0.747793138,0.310496509,0.315196633,0.726783156,0.755293429,0.337527812,0.235164255
jumping,0.394486487,0.246477231,-0.129801482,0.999972463,0.272507817,0.207190767,-0.268320858,0.999976516,0.481998086,0.224630073,-0.148429275,0.945222199,0.196675688,0.148167074,-0.33751902,0.993721604,0.559984922,0.196485639,-0.271790385,0.930904865,0.12269102,0.083871514,-0.430734575,0.984205961,0.585403621,0.191883683,-0.295621097,0.871212065,0.103261858,0.071251303,-0.464286447,0.964253902,0.585734725,0.186715156,-0.330614269,0.875961065,0.105747096,0.070065975,-0.486810923,0.965652883,0.577438235,0.188363761,-0.296900898,0.893157899,0.112473547,0.075242192,-0.44763276,0.967860222,0.333260983,0.469291747,0.034429464,0.99997592,0.26241833,0.450767785,-0.033935305,0.999940991,0.429018557,0.542456925,-0.134710193,0.994909704,0.133427456,0.464334011,-0.204018414,0.993822932,0.522143245,0.66923368,-0.116005287,0.994870543,0.015163183,0.472596854,-0.130044073,0.989388227,0.520876765,0.70488596,-0.119123764,0.976498544,0.003816843,0.482199609,-0.126850307,0.955500662,0.593601465,0.644884944,-0.249353722,0.98320365,-0.038517207,0.439129949,-0.251873791,0.968740165
jumping,0.658703506,0.30617699,-0.185418203,0.999830246,0.606806517,0.304858059,0.501636684,0.999613822,0.485942304,0.395165682,-0.075657658,0.881821752,0.499547035,0.451988429,0.405986547,0.115123637,0.413287938,0.273534983,0.304203153,0.841574132,0.447552323,0.381042242,0.081996314,0.2305931,0.388532966,0.250584334,0.300282925,0.822439015,0.441948384,0.365251422,0.059095211,0.26600951,0.413963228,0.232683077,0.321619511,0.822674692,0.434714377,0.345314622,0.044093698,0.25968942,0.422212183,0.246824577,0.325047791,0.812749922,0.440907061,0.35286054,0.063110895,0.260308594,0.67983681,0.5833202,-0.238679126,0.999776185,0.657149136,0.584804595,0.238797441,0.999839306,0.354665995,0.630977213,-0.358603388,0.966448307,0.375195026,0.624119461,0.263375491,0.45913583,0.566448271,0.769455194,-0.210521191,0.931153655,0.55032897,0.774494112,0.245774597,0.521183372,0.620594382,0.772781134,-0.181747973,0.939043283,0.595558405,0.778736472,0.24025324,0.585104287,0.566463232,0.851341248,-0.082731538,0.930092335,0.543716192,0.858405828,0.262347043,0.533015668
jumping,0.517716885,0.314061016,0.085497402,0.999982953,0.451782346,0.318322659,-0.062621385,0.999986291,0.571089447,0.331144094,0.062852062,0.97958988,0.411734015,0.367857516,-0.081958488,0.998829305,0.603762567,0.289007515,-0.087838918,0.987510085,0.369506299,0.403026581,-0.16587162,0.996319294,0.609117866,0.272480309,-0.11172723,0.973483682,0.355133712,0.405118346,-0.191219524,0.990666449,0.605630815,0.264842033,-0.127614498,0.972987533,0.356942058,0.403136313,-0.212754324,0.991123199,0.603450537,0.271315694,-0.101008408,0.971788883,0.36202395,0.403428316,-0.176299274,0.989337921,0.492101967,0.481130004,0.05896309,0.999972939,0.454193383,0.477255613,-0.058861278,0.99988091,0.514639795,0.607721746,-0.021984968,0.977937937,0.465650111,0.604955673,-0.123732701,0.987423599,0.47395888,0.722088814,0.051742516,0.987340391,0.401768953,0.690269232,0.02718503,0.96923995,0.465361178,0.733129501,0.053435814,0.960307539,0.391911477,0.691554964,0.03956664,0.869292736,0.497862279,0.76444149,-0.021724282,0.982497513,0.403373748,0.739478648,-0.013655557,0.965760112
jumping,0.598408163,0.390019238,-0.761138082,0.999600708,0.377969086,0.403792739,-0.809512615,0.999803245,0.764039457,0.382978439,-0.821329236,0.993867576,0.211613804,0.410088331,-0.909197092,0.996546566,0.947208881,0.36739397,-1.02335155,0.989474416,0.038198173,0.41588673,-1.098343968,0.993103266,0.986920893,0.366081029,-1.064644217,0.976294219,-0.009183824,0.412714243,-1.135735154,0.983798981,0.9910568,0.364750385,-1.137914419,0.97859174,-0.011240482,0.410874784,-1.20117116,0.98533833,0.976620376,0.366579831,-1.064049721,0.978170216,0.00685358,0.41301769,-1.135066509,0.984848082,0.579384863,0.550608039,0.012232665,0.999466836,0.454906404,0.558495045,-0.011741969,0.999593437,0.670130551,0.593078017,-0.805037737,0.970992029,0.315663278,0.606745005,-0.720738828,0.982618153,0.723008156,0.763607085,-0.472412556,0.972337246,0.309729993,0.79300189,-0.46072948,0.988083541,0.699004531,0.790593624,-0.448791772,0.949563682,0.334971726,0.811830044,-0.447862089,0.96762085,0.769655466,0.806488633,-0.75411725,0.954880834,0.259611398,0.851130545,-0.789837897,0.974897742
jumping,0.649009347,0.260330379,-0.239127547,0.999975681,0.547136784,0.299049437,-0.065898918,0.999933124,0.700183511,0.365966499,-0.14435266,0.977057338,0.494785666,0.318625659,-0.016647454,0.770002842,0.751961946,0.475956559,-0.100141704,0.886494815,0.440225959,0.275828749,-0.053233977,0.693398416,0.769307494,0.508093476,-0.110216245,0.797645032,0.419785619,0.257749379,-0.061060686,0.612500131,0.761742115,0.510163963,-0.144397035,0.816643357,0.425453633,0.247698918,-0.085504778,0.639894724,0.755219281,0.505604327,-0.112164333,0.827566683,0.431846499,0.259029448,-0.067128837,0.663553357,0.667243659,0.521324754,-0.052556783,0.999978781,0.60201931,0.527463257,0.052722849,0.999991179,0.748068452,0.679906011,-0.094170548,0.993038237,0.494668663,0.642399311,0.093187474,0.994664192,0.771601856,0.524885476,0.343505591,0.707930684,0.395657182,0.732697725,0.333776772,0.958307743,0.772156894,0.513115764,0.393551379,0.443588108,0.3920151,0.7480793,0.359122455,0.845143914,0.778817534,0.518050909,0.403450459,0.62139219,0.340696067,0.745662689,0.320264429,0.91417712
jumping,0.570156038,0.352452964,-0.175453633,0.999188006,0.47165814,0.314656317,-0.159549594,0.999809682,0.606688559,0.430505067,-0.113981761,0.968766153,0.442307323,0.241125941,-0.25207454,0.98943162,0.673907161,0.459068537,-0.154425979,0.900603056,0.423892558,0.136704355,-0.324030966,0.966934144,0.691896498,0.460477948,-0.167345375,0.818478048,0.418246835,0.108436316,-0.356377244,0.903548479,0.69237715,0.457363307,-0.206129268,0.833385706,0.422112525,0.104596376,-0.350872487,0.900589287,0.686575115,0.458038777,-0.172751874,0.843108356,0.423551589,0.113793485,-0.330685675,0.906609952,0.552681208,0.517801166,-0.001701178,0.998613596,0.499076784,0.536227942,0.001712889,0.999835253,0.579518497,0.615661919,-0.132946432,0.898783624,0.500828683,0.685447872,-0.030674856,0.971084237,0.577457488,0.58364892,0.25661248,0.173112944,0.503635943,0.814329863,0.127645791,0.893694997,0.591033101,0.559650123,0.299031377,0.180503741,0.508505702,0.830836415,0.13870208,0.692747355,0.576373279,0.599812508,0.268182039,0.25171119,0.488786578,0.865472853,0.003788286,0.852492988
